car_id,Transmission,Engine Size (cm3),Fuel Type,Powertrain,CO2 emission,Engine Size (cm3) (bins)
1181,Manual,1499,Diesel,Internal Combustion Engine (ICE),168,1350
1184,Manual,1499,Diesel,Internal Combustion Engine (ICE),143,1350
1185,Manual,1499,Diesel,Internal Combustion Engine (ICE),168,1350
1223,Manual,1499,Diesel,Internal Combustion Engine (ICE),123,1350
1224,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
1236,Manual,1499,Diesel,Internal Combustion Engine (ICE),123,1350
1237,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
1248,Manual,1499,Diesel,Internal Combustion Engine (ICE),148,1350
1249,Manual,1499,Diesel,Internal Combustion Engine (ICE),174,1350
1252,Manual,1499,Diesel,Internal Combustion Engine (ICE),144,1350
1253,Manual,1499,Diesel,Internal Combustion Engine (ICE),170,1350
1256,Manual,1499,Diesel,Internal Combustion Engine (ICE),143,1350
1257,Manual,1499,Diesel,Internal Combustion Engine (ICE),168,1350
1260,Manual,1499,Diesel,Internal Combustion Engine (ICE),143,1350
1261,Manual,1499,Diesel,Internal Combustion Engine (ICE),168,1350
1306,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
1307,Manual,1499,Diesel,Internal Combustion Engine (ICE),151,1350
1308,Manual,1499,Diesel,Internal Combustion Engine (ICE),135,1350
1309,Manual,1499,Diesel,Internal Combustion Engine (ICE),148,1350
1310,Manual,1499,Diesel,Internal Combustion Engine (ICE),135,1350
1311,Manual,1499,Diesel,Internal Combustion Engine (ICE),148,1350
4427,Manual,1499,Diesel,Internal Combustion Engine (ICE),117,1350
4428,Manual,1499,Diesel,Internal Combustion Engine (ICE),104,1350
4429,Manual,1499,Diesel,Internal Combustion Engine (ICE),101,1350
4430,Manual,1499,Diesel,Internal Combustion Engine (ICE),122,1350
4441,Manual,1499,Diesel,Internal Combustion Engine (ICE),116,1350
4442,Manual,1499,Diesel,Internal Combustion Engine (ICE),129,1350
4443,Manual,1499,Diesel,Internal Combustion Engine (ICE),113,1350
4444,Manual,1499,Diesel,Internal Combustion Engine (ICE),129,1350
4447,Manual,1499,Diesel,Internal Combustion Engine (ICE),113,1350
4448,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
4457,Manual,1499,Diesel,Internal Combustion Engine (ICE),115,1350
4458,Manual,1499,Diesel,Internal Combustion Engine (ICE),135,1350
4459,Manual,1499,Diesel,Internal Combustion Engine (ICE),113,1350
4460,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
4471,Manual,1499,Diesel,Internal Combustion Engine (ICE),122,1350
4472,Manual,1499,Diesel,Internal Combustion Engine (ICE),148,1350
4485,Manual,1499,Diesel,Internal Combustion Engine (ICE),122,1350
4486,Manual,1499,Diesel,Internal Combustion Engine (ICE),148,1350
4497,Manual,1499,Diesel,Internal Combustion Engine (ICE),116,1350
4498,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
4514,Manual,1499,Diesel,Internal Combustion Engine (ICE),116,1350
4515,Manual,1499,Diesel,Internal Combustion Engine (ICE),138,1350
4531,Manual,1499,Diesel,Internal Combustion Engine (ICE),129,1350
4532,Manual,1499,Diesel,Internal Combustion Engine (ICE),154,1350
4533,Manual,1499,Diesel,Internal Combustion Engine (ICE),130,1350
4534,Manual,1499,Diesel,Internal Combustion Engine (ICE),154,1350
4539,Manual,1499,Diesel,Internal Combustion Engine (ICE),159,1350
4540,Manual,1499,Diesel,Internal Combustion Engine (ICE),181,1350
4547,Manual,1499,Diesel,Internal Combustion Engine (ICE),157,1350
4548,Manual,1499,Diesel,Internal Combustion Engine (ICE),185,1350
5990,Manual,1499,Diesel,Internal Combustion Engine (ICE),170,1350
5991,Manual,1499,Diesel,Internal Combustion Engine (ICE),170,1350
5994,Manual,1499,Diesel,Internal Combustion Engine (ICE),168,1350
6003,Manual,1499,Diesel,Internal Combustion Engine (ICE),170,1350
1734,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188,1350
1735,Automatic,1999,Diesel,Internal Combustion Engine (ICE),202,1350
1740,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188,1350
1741,Automatic,1999,Diesel,Internal Combustion Engine (ICE),206,1350
1744,Automatic,1999,Diesel,Internal Combustion Engine (ICE),200,1350
1745,Automatic,1999,Diesel,Internal Combustion Engine (ICE),216,1350
1752,Automatic,1999,Diesel,Internal Combustion Engine (ICE),158,1350
1753,Automatic,1999,Diesel,Internal Combustion Engine (ICE),175,1350
1754,Automatic,1999,Diesel,Internal Combustion Engine (ICE),177,1350
1755,Automatic,1999,Diesel,Internal Combustion Engine (ICE),194,1350
1756,Automatic,1999,Diesel,Internal Combustion Engine (ICE),162,1350
1757,Automatic,1999,Diesel,Internal Combustion Engine (ICE),178,1350
1758,Automatic,1999,Diesel,Internal Combustion Engine (ICE),182,1350
1759,Automatic,1999,Diesel,Internal Combustion Engine (ICE),200,1350
1797,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161,1350
1798,Automatic,1999,Diesel,Internal Combustion Engine (ICE),178,1350
1799,Automatic,1999,Diesel,Internal Combustion Engine (ICE),146,1350
1800,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161,1350
1805,Automatic,1999,Diesel,Internal Combustion Engine (ICE),148,1350
1806,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161,1350
1809,Automatic,1999,Diesel,Internal Combustion Engine (ICE),167,1350
1810,Automatic,1999,Diesel,Internal Combustion Engine (ICE),184,1350
1811,Automatic,1999,Diesel,Internal Combustion Engine (ICE),149,1350
1812,Automatic,1999,Diesel,Internal Combustion Engine (ICE),165,1350
1815,Automatic,1999,Diesel,Internal Combustion Engine (ICE),175,1350
1816,Automatic,1999,Diesel,Internal Combustion Engine (ICE),192,1350
1828,Automatic,1999,Diesel,Internal Combustion Engine (ICE),154,1350
1829,Automatic,1999,Diesel,Internal Combustion Engine (ICE),161,1350
1832,Automatic,1999,Diesel,Internal Combustion Engine (ICE),172,1350
1833,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188,1350
1834,Automatic,1999,Diesel,Internal Combustion Engine (ICE),153,1350
1835,Automatic,1999,Diesel,Internal Combustion Engine (ICE),169,1350
1836,Automatic,1999,Diesel,Internal Combustion Engine (ICE),179,1350
1837,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196,1350
2368,Automatic,1999,Diesel,Internal Combustion Engine (ICE),231,1350
2381,Automatic,1999,Diesel,Internal Combustion Engine (ICE),247,1350
2409,Automatic,1999,Diesel,Internal Combustion Engine (ICE),230,1350
2410,Automatic,1999,Diesel,Internal Combustion Engine (ICE),247,1350
2411,Automatic,1999,Diesel,Internal Combustion Engine (ICE),231,1350
2412,Automatic,1999,Diesel,Internal Combustion Engine (ICE),248,1350
2413,Automatic,1999,Diesel,Internal Combustion Engine (ICE),237,1350
2414,Automatic,1999,Diesel,Internal Combustion Engine (ICE),253,1350
2415,Automatic,1999,Diesel,Internal Combustion Engine (ICE),237,1350
2416,Automatic,1999,Diesel,Internal Combustion Engine (ICE),253,1350
2417,Automatic,1999,Diesel,Internal Combustion Engine (ICE),235,1350
2418,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2419,Automatic,1999,Diesel,Internal Combustion Engine (ICE),235,1350
2420,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2421,Automatic,1999,Diesel,Internal Combustion Engine (ICE),234,1350
2422,Automatic,1999,Diesel,Internal Combustion Engine (ICE),247,1350
2423,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2424,Automatic,1999,Diesel,Internal Combustion Engine (ICE),235,1350
2425,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2426,Automatic,1999,Diesel,Internal Combustion Engine (ICE),231,1350
2427,Automatic,1999,Diesel,Internal Combustion Engine (ICE),247,1350
2428,Automatic,1999,Diesel,Internal Combustion Engine (ICE),231,1350
2429,Automatic,1999,Diesel,Internal Combustion Engine (ICE),247,1350
2430,Automatic,1999,Diesel,Internal Combustion Engine (ICE),230,1350
2431,Automatic,1999,Diesel,Internal Combustion Engine (ICE),247,1350
2432,Automatic,1999,Diesel,Internal Combustion Engine (ICE),231,1350
2433,Automatic,1999,Diesel,Internal Combustion Engine (ICE),248,1350
2435,Automatic,1999,Diesel,Internal Combustion Engine (ICE),237,1350
2436,Automatic,1999,Diesel,Internal Combustion Engine (ICE),253,1350
2437,Automatic,1999,Diesel,Internal Combustion Engine (ICE),237,1350
2438,Automatic,1999,Diesel,Internal Combustion Engine (ICE),253,1350
2439,Automatic,1999,Diesel,Internal Combustion Engine (ICE),235,1350
2440,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2441,Automatic,1999,Diesel,Internal Combustion Engine (ICE),235,1350
2442,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2443,Automatic,1999,Diesel,Internal Combustion Engine (ICE),234,1350
2444,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2445,Automatic,1999,Diesel,Internal Combustion Engine (ICE),235,1350
2446,Automatic,1999,Diesel,Internal Combustion Engine (ICE),251,1350
2447,Automatic,1999,Diesel,Internal Combustion Engine (ICE),231,1350
2448,Automatic,1999,Diesel,Internal Combustion Engine (ICE),195,1350
2449,Automatic,1999,Diesel,Internal Combustion Engine (ICE),181,1350
2450,Automatic,1999,Diesel,Internal Combustion Engine (ICE),185,1350
2451,Automatic,1999,Diesel,Internal Combustion Engine (ICE),198,1350
2456,Automatic,1999,Diesel,Internal Combustion Engine (ICE),183,1350
2457,Automatic,1999,Diesel,Internal Combustion Engine (ICE),199,1350
2458,Automatic,1999,Diesel,Internal Combustion Engine (ICE),187,1350
2459,Automatic,1999,Diesel,Internal Combustion Engine (ICE),199,1350
2464,Automatic,1999,Diesel,Internal Combustion Engine (ICE),187,1350
2465,Automatic,1999,Diesel,Internal Combustion Engine (ICE),202,1350
2466,Automatic,1999,Diesel,Internal Combustion Engine (ICE),191,1350
2467,Automatic,1999,Diesel,Internal Combustion Engine (ICE),203,1350
2474,Automatic,1999,Diesel,Internal Combustion Engine (ICE),217,1350
2475,Automatic,1999,Diesel,Internal Combustion Engine (ICE),246,1350
2476,Automatic,1999,Diesel,Internal Combustion Engine (ICE),221,1350
2477,Automatic,1999,Diesel,Internal Combustion Engine (ICE),241,1350
2486,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188,1350
2487,Automatic,1999,Diesel,Internal Combustion Engine (ICE),202,1350
2492,Automatic,1999,Diesel,Internal Combustion Engine (ICE),188,1350
2493,Automatic,1999,Diesel,Internal Combustion Engine (ICE),206,1350
2498,Automatic,1999,Diesel,Internal Combustion Engine (ICE),216,1350
2499,Automatic,1999,Diesel,Internal Combustion Engine (ICE),200,1350
2504,Automatic,1999,Diesel,Internal Combustion Engine (ICE),179,1350
2508,Automatic,1999,Diesel,Internal Combustion Engine (ICE),177,1350
2509,Automatic,1999,Diesel,Internal Combustion Engine (ICE),186,1350
2512,Automatic,1999,Diesel,Internal Combustion Engine (ICE),193,1350
2513,Automatic,1999,Diesel,Internal Combustion Engine (ICE),183,1350
2514,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196,1350
2522,Automatic,1999,Diesel,Internal Combustion Engine (ICE),177,1350
2523,Automatic,1999,Diesel,Internal Combustion Engine (ICE),186,1350
2526,Automatic,1999,Diesel,Internal Combustion Engine (ICE),179,1350
2527,Automatic,1999,Diesel,Internal Combustion Engine (ICE),193,1350
2528,Automatic,1999,Diesel,Internal Combustion Engine (ICE),183,1350
2529,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196,1350
2536,Automatic,1999,Diesel,Internal Combustion Engine (ICE),176,1350
2537,Automatic,1999,Diesel,Internal Combustion Engine (ICE),186,1350
2538,Automatic,1999,Diesel,Internal Combustion Engine (ICE),176,1350
2539,Automatic,1999,Diesel,Internal Combustion Engine (ICE),186,1350
2540,Automatic,1999,Diesel,Internal Combustion Engine (ICE),178,1350
2541,Automatic,1999,Diesel,Internal Combustion Engine (ICE),194,1350
2542,Automatic,1999,Diesel,Internal Combustion Engine (ICE),178,1350
2543,Automatic,1999,Diesel,Internal Combustion Engine (ICE),194,1350
2548,Automatic,1999,Diesel,Internal Combustion Engine (ICE),181,1350
2549,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196,1350
2550,Automatic,1999,Diesel,Internal Combustion Engine (ICE),181,1350
2551,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196,1350
2647,Automatic,1999,Diesel,Internal Combustion Engine (ICE),177,1350
2648,Automatic,1999,Diesel,Internal Combustion Engine (ICE),196,1350
2649,Automatic,1999,Diesel,Internal Combustion Engine (ICE),181,1350
2650,Automatic,1999,Diesel,Internal Combustion Engine (ICE),203,1350
1736,Manual,1999,Diesel,Internal Combustion Engine (ICE),177,1350
1737,Manual,1999,Diesel,Internal Combustion Engine (ICE),195,1350
1738,Manual,1999,Diesel,Internal Combustion Engine (ICE),174,1350
1739,Manual,1999,Diesel,Internal Combustion Engine (ICE),187,1350
1742,Manual,1999,Diesel,Internal Combustion Engine (ICE),180,1350
1743,Manual,1999,Diesel,Internal Combustion Engine (ICE),197,1350
1807,Manual,1999,Diesel,Internal Combustion Engine (ICE),147,1350
1808,Manual,1999,Diesel,Internal Combustion Engine (ICE),159,1350
1813,Manual,1999,Diesel,Internal Combustion Engine (ICE),146,1350
1814,Manual,1999,Diesel,Internal Combustion Engine (ICE),163,1350
1830,Manual,1999,Diesel,Internal Combustion Engine (ICE),156,1350
1831,Manual,1999,Diesel,Internal Combustion Engine (ICE),162,1350
2452,Manual,1999,Diesel,Internal Combustion Engine (ICE),159,1350
2453,Manual,1999,Diesel,Internal Combustion Engine (ICE),182,1350
2454,Manual,1999,Diesel,Internal Combustion Engine (ICE),165,1350
2455,Manual,1999,Diesel,Internal Combustion Engine (ICE),186,1350
2488,Manual,1999,Diesel,Internal Combustion Engine (ICE),177,1350
2489,Manual,1999,Diesel,Internal Combustion Engine (ICE),195,1350
2490,Manual,1999,Diesel,Internal Combustion Engine (ICE),174,1350
2491,Manual,1999,Diesel,Internal Combustion Engine (ICE),187,1350
2494,Manual,1999,Diesel,Internal Combustion Engine (ICE),180,1350
2495,Manual,1999,Diesel,Internal Combustion Engine (ICE),197,1350
2510,Manual,1999,Diesel,Internal Combustion Engine (ICE),165,1350
2511,Manual,1999,Diesel,Internal Combustion Engine (ICE),176,1350
2524,Manual,1999,Diesel,Internal Combustion Engine (ICE),165,1350
2525,Manual,1999,Diesel,Internal Combustion Engine (ICE),176,1350
351,Automatic,1997,Diesel,Internal Combustion Engine (ICE),157,1350
352,Automatic,1997,Diesel,Internal Combustion Engine (ICE),178,1350
401,Automatic,1997,Diesel,Internal Combustion Engine (ICE),179,1350
402,Automatic,1997,Diesel,Internal Combustion Engine (ICE),203,1350
403,Manual,1997,Diesel,Internal Combustion Engine (ICE),167,1350
404,Manual,1997,Diesel,Internal Combustion Engine (ICE),195,1350
405,Automatic,1997,Diesel,Internal Combustion Engine (ICE),170,1350
406,Automatic,1997,Diesel,Internal Combustion Engine (ICE),199,1350
407,Manual,1997,Diesel,Internal Combustion Engine (ICE),177,1350
408,Manual,1997,Diesel,Internal Combustion Engine (ICE),205,1350
409,Automatic,1997,Diesel,Internal Combustion Engine (ICE),170,1350
410,Automatic,1997,Diesel,Internal Combustion Engine (ICE),182,1350
411,Automatic,1997,Diesel,Internal Combustion Engine (ICE),199,1350
412,Automatic,1997,Diesel,Internal Combustion Engine (ICE),209,1350
4489,Automatic,1997,Diesel,Internal Combustion Engine (ICE),145,1350
4490,Automatic,1997,Diesel,Internal Combustion Engine (ICE),168,1350
4501,Automatic,1997,Diesel,Internal Combustion Engine (ICE),140,1350
4502,Automatic,1997,Diesel,Internal Combustion Engine (ICE),163,1350
4503,Automatic,1997,Diesel,Internal Combustion Engine (ICE),147,1350
4504,Automatic,1997,Diesel,Internal Combustion Engine (ICE),162,1350
4518,Automatic,1997,Diesel,Internal Combustion Engine (ICE),140,1350
4519,Automatic,1997,Diesel,Internal Combustion Engine (ICE),163,1350
4520,Automatic,1997,Diesel,Internal Combustion Engine (ICE),147,1350
4521,Automatic,1997,Diesel,Internal Combustion Engine (ICE),162,1350
4541,Automatic,1997,Diesel,Internal Combustion Engine (ICE),170,1350
4542,Automatic,1997,Diesel,Internal Combustion Engine (ICE),199,1350
4543,Manual,1997,Diesel,Internal Combustion Engine (ICE),167,1350
4544,Manual,1997,Diesel,Internal Combustion Engine (ICE),195,1350
4545,Automatic,1997,Diesel,Internal Combustion Engine (ICE),170,1350
4546,Automatic,1997,Diesel,Internal Combustion Engine (ICE),199,1350
4549,Automatic,1997,Diesel,Internal Combustion Engine (ICE),179,1350
4550,Automatic,1997,Diesel,Internal Combustion Engine (ICE),203,1350
4551,Manual,1997,Diesel,Internal Combustion Engine (ICE),177,1350
4552,Manual,1997,Diesel,Internal Combustion Engine (ICE),205,1350
4553,Automatic,1997,Diesel,Internal Combustion Engine (ICE),182,1350
4554,Automatic,1997,Diesel,Internal Combustion Engine (ICE),209,1350
5141,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
5142,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5143,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5144,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5145,Automatic,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5146,Automatic,1997,Diesel,Internal Combustion Engine (ICE),194,1350
5147,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5148,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5151,Manual,1997,Diesel,Internal Combustion Engine (ICE),187,1350
5152,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5153,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
5154,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
5155,Automatic,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5156,Automatic,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5157,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
5158,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5159,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5160,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5163,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5164,Manual,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5165,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5166,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5167,Automatic,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5168,Automatic,1997,Diesel,Internal Combustion Engine (ICE),195,1350
5169,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5170,Manual,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5171,Manual,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5172,Manual,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5173,Automatic,1997,Diesel,Internal Combustion Engine (ICE),197,1350
5174,Automatic,1997,Diesel,Internal Combustion Engine (ICE),197,1350
5177,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
5178,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5179,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5180,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5181,Automatic,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5182,Automatic,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5183,Manual,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5184,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5185,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5186,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5187,Automatic,1997,Diesel,Internal Combustion Engine (ICE),196,1350
5188,Automatic,1997,Diesel,Internal Combustion Engine (ICE),196,1350
5189,Manual,1997,Diesel,Internal Combustion Engine (ICE),198,1350
5190,Manual,1997,Diesel,Internal Combustion Engine (ICE),199,1350
5191,Automatic,1997,Diesel,Internal Combustion Engine (ICE),200,1350
5192,Automatic,1997,Diesel,Internal Combustion Engine (ICE),200,1350
5193,Manual,1997,Diesel,Internal Combustion Engine (ICE),196,1350
5194,Manual,1997,Diesel,Internal Combustion Engine (ICE),196,1350
5195,Automatic,1997,Diesel,Internal Combustion Engine (ICE),198,1350
5196,Automatic,1997,Diesel,Internal Combustion Engine (ICE),198,1350
5973,Automatic,1997,Diesel,Internal Combustion Engine (ICE),199,1350
5974,Automatic,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5975,Automatic,1997,Diesel,Internal Combustion Engine (ICE),191,1350
5976,Manual,1997,Diesel,Internal Combustion Engine (ICE),185,1350
5977,Manual,1997,Diesel,Internal Combustion Engine (ICE),186,1350
5978,Automatic,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5979,Automatic,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5980,Manual,1997,Diesel,Internal Combustion Engine (ICE),188,1350
5981,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
5982,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5983,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5984,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5985,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5986,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5987,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5988,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5989,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5992,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5993,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
5995,Automatic,1997,Diesel,Internal Combustion Engine (ICE),199,1350
5996,Automatic,1997,Diesel,Internal Combustion Engine (ICE),192,1350
5997,Automatic,1997,Diesel,Internal Combustion Engine (ICE),193,1350
5998,Manual,1997,Diesel,Internal Combustion Engine (ICE),188,1350
5999,Manual,1997,Diesel,Internal Combustion Engine (ICE),189,1350
6000,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
6001,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
6002,Manual,1997,Diesel,Internal Combustion Engine (ICE),192,1350
6004,Manual,1997,Diesel,Internal Combustion Engine (ICE),190,1350
1112,Manual,1995,Diesel,Internal Combustion Engine (ICE),119,1350
1113,Manual,1995,Diesel,Internal Combustion Engine (ICE),137,1350
1116,Manual,1995,Diesel,Internal Combustion Engine (ICE),136,1350
1117,Manual,1995,Diesel,Internal Combustion Engine (ICE),142,1350
1134,Manual,1995,Diesel,Internal Combustion Engine (ICE),119,1350
1135,Manual,1995,Diesel,Internal Combustion Engine (ICE),137,1350
1138,Manual,1995,Diesel,Internal Combustion Engine (ICE),136,1350
1139,Manual,1995,Diesel,Internal Combustion Engine (ICE),142,1350
1154,Manual,1995,Diesel,Internal Combustion Engine (ICE),157,1350
1155,Manual,1995,Diesel,Internal Combustion Engine (ICE),178,1350
1162,Manual,1995,Diesel,Internal Combustion Engine (ICE),157,1350
1163,Manual,1995,Diesel,Internal Combustion Engine (ICE),177,1350
1188,Manual,1995,Diesel,Internal Combustion Engine (ICE),132,1350
1189,Manual,1995,Diesel,Internal Combustion Engine (ICE),152,1350
1196,Manual,1995,Diesel,Internal Combustion Engine (ICE),130,1350
1197,Manual,1995,Diesel,Internal Combustion Engine (ICE),152,1350
1284,Manual,1995,Diesel,Internal Combustion Engine (ICE),157,1350
1285,Manual,1995,Diesel,Internal Combustion Engine (ICE),178,1350
1292,Manual,1995,Diesel,Internal Combustion Engine (ICE),157,1350
1293,Manual,1995,Diesel,Internal Combustion Engine (ICE),177,1350
1313,Manual,1995,Diesel,Internal Combustion Engine (ICE),188,1350
1314,Manual,1995,Diesel,Internal Combustion Engine (ICE),232,1350
1315,Manual,1995,Diesel,Internal Combustion Engine (ICE),188,1350
1316,Manual,1995,Diesel,Internal Combustion Engine (ICE),232,1350
1319,Manual,1995,Diesel,Internal Combustion Engine (ICE),187,1350
1320,Manual,1995,Diesel,Internal Combustion Engine (ICE),230,1350
1321,Manual,1995,Diesel,Internal Combustion Engine (ICE),188,1350
1322,Manual,1995,Diesel,Internal Combustion Engine (ICE),232,1350
1333,Manual,1995,Diesel,Internal Combustion Engine (ICE),153,1350
1334,Manual,1995,Diesel,Internal Combustion Engine (ICE),282,1350
1335,Manual,1995,Diesel,Internal Combustion Engine (ICE),153,1350
1336,Manual,1995,Diesel,Internal Combustion Engine (ICE),282,1350
1339,Manual,1995,Diesel,Internal Combustion Engine (ICE),146,1350
1340,Manual,1995,Diesel,Internal Combustion Engine (ICE),278,1350
1341,Manual,1995,Diesel,Internal Combustion Engine (ICE),153,1350
1342,Manual,1995,Diesel,Internal Combustion Engine (ICE),282,1350
218,Automatic,1995,Diesel,Internal Combustion Engine (ICE),167,1350
219,Automatic,1995,Diesel,Internal Combustion Engine (ICE),180,1350
1058,Automatic,1995,Diesel,Internal Combustion Engine (ICE),176,1350
1059,Automatic,1995,Diesel,Internal Combustion Engine (ICE),194,1350
1060,Automatic,1995,Diesel,Internal Combustion Engine (ICE),177,1350
1061,Automatic,1995,Diesel,Internal Combustion Engine (ICE),214,1350
1062,Automatic,1995,Diesel,Internal Combustion Engine (ICE),190,1350
1063,Automatic,1995,Diesel,Internal Combustion Engine (ICE),207,1350
1064,Automatic,1995,Diesel,Internal Combustion Engine (ICE),176,1350
1065,Automatic,1995,Diesel,Internal Combustion Engine (ICE),194,1350
1114,Automatic,1995,Diesel,Internal Combustion Engine (ICE),124,1350
1115,Automatic,1995,Diesel,Internal Combustion Engine (ICE),142,1350
1136,Automatic,1995,Diesel,Internal Combustion Engine (ICE),124,1350
1137,Automatic,1995,Diesel,Internal Combustion Engine (ICE),142,1350
1156,Automatic,1995,Diesel,Internal Combustion Engine (ICE),169,1350
1157,Automatic,1995,Diesel,Internal Combustion Engine (ICE),184,1350
1158,Automatic,1995,Diesel,Internal Combustion Engine (ICE),169,1350
1159,Automatic,1995,Diesel,Internal Combustion Engine (ICE),184,1350
1160,Automatic,1995,Diesel,Internal Combustion Engine (ICE),178,1350
1161,Automatic,1995,Diesel,Internal Combustion Engine (ICE),195,1350
1164,Automatic,1995,Diesel,Internal Combustion Engine (ICE),168,1350
1165,Automatic,1995,Diesel,Internal Combustion Engine (ICE),187,1350
1166,Automatic,1995,Diesel,Internal Combustion Engine (ICE),167,1350
1167,Automatic,1995,Diesel,Internal Combustion Engine (ICE),188,1350
1168,Automatic,1995,Diesel,Internal Combustion Engine (ICE),171,1350
1169,Automatic,1995,Diesel,Internal Combustion Engine (ICE),196,1350
1190,Automatic,1995,Diesel,Internal Combustion Engine (ICE),139,1350
1191,Automatic,1995,Diesel,Internal Combustion Engine (ICE),164,1350
1192,Automatic,1995,Diesel,Internal Combustion Engine (ICE),140,1350
1193,Automatic,1995,Diesel,Internal Combustion Engine (ICE),164,1350
1194,Automatic,1995,Diesel,Internal Combustion Engine (ICE),146,1350
1195,Automatic,1995,Diesel,Internal Combustion Engine (ICE),175,1350
1198,Automatic,1995,Diesel,Internal Combustion Engine (ICE),141,1350
1199,Automatic,1995,Diesel,Internal Combustion Engine (ICE),166,1350
1200,Automatic,1995,Diesel,Internal Combustion Engine (ICE),142,1350
1201,Automatic,1995,Diesel,Internal Combustion Engine (ICE),165,1350
1202,Automatic,1995,Diesel,Internal Combustion Engine (ICE),152,1350
